rank,feature,importance,importance_pct,cumulative_importance_pct,categorical
281,available_spaces_roll_count_3h,0.0,0.0,99.99999999999993,False
282,calendar_month,0.0,0.0,99.99999999999993,False
283,calendar_quarter,0.0,0.0,99.99999999999993,False
284,calendar_week_of_year,0.0,0.0,99.99999999999993,False
285,hour_sin,0.0,0.0,99.99999999999993,False
286,month_sin,0.0,0.0,99.99999999999993,False
287,available_spaces_roll_missing_3h,0.0,0.0,99.99999999999993,False
288,available_spaces_roll_3h_available,0.0,0.0,99.99999999999993,False
289,available_spaces_roll_coverage_ratio_3h,0.0,0.0,99.99999999999993,False
290,available_spaces_roll_count_6h,0.0,0.0,99.99999999999993,False
291,available_spaces_roll_missing_6h,0.0,0.0,99.99999999999993,False
292,year,0.0,0.0,99.99999999999993,False
293,available_spaces_roll_count_1d,0.0,0.0,99.99999999999993,False
294,available_spaces_roll_missing_1d,0.0,0.0,99.99999999999993,False
295,available_spaces_roll_coverage_ratio_1d,0.0,0.0,99.99999999999993,False
296,available_spaces_roll_1d_available,0.0,0.0,99.99999999999993,False
